pattern,Label
"NUM COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM VAR.VAR VAR VAR VAR ) VAR ) AND ( ( ( NUM EQ NUM """,Attack
"VAR VAR STR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR IS VAR""",Safe
"NUM ) ) ) COMMENT VAR""",Attack
"NUM COMMENT """,Attack
"VAR VAR STR VAR VAR VAR VAR""",Attack
"NUM ) ) ) ) ||'""",Attack
"VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR IS VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR EXISTS. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR'VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR. VAR VAR.""",Safe
"VAR LT VAR+VAR\$VAR`}VAR(VAR. NUM \ NUM ~]VAR COMMENT ` NUM [!VAR\@& NUM *} LT - EQ /% NUM GT VAR COMMENT VAR{VAR+\VAR]VAR^VAR%VAR.- @VAR{?VAR.-)VAR$ NUM [VAR[.VAR[-VAR`VAR|VAR COMMENT VAR!VAR-%VAR/VAR GT VAR}!) GT VAR- COMMENT ! NUM ? NUM @ NUM ! NUM COMMENT ( NUM - GT * NUM VAR LT VAR% NUM !})VAR{ GT VAR/\-VAR(}&VAR%VAR LT VAR *VAR+/}VAR$VAR{\ NUM COMMENT VAR/.VAR AND NUM EQ ( SELECT VAR ( VAR ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) FROM VAR ) """,Attack
"NUM ) AND STR VAR STR LIKE STR VAR""",Attack
"VAR): LT VAR / GT LT VAR / GT NUM . NUM (VAR VAR NUM ) LT VAR / GT LT VAR / GT VAR STR VAR: VAR VAR VAR STR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR. VAR VAR AND VAR VAR VAR VAR """,Safe
"&& [ STR VAR STR EQ STR VAR] STR AND STR VAR}\VAR STR NOT LIKE STR VAR}\VAR STR AND STR ! EQ STR OR FALSE|OR STR .VAR? STR ! EQ STR .(SELECT (SELECT'(SELECT*VAR)))? STR AND (SELECT (SELECT (SELECT (SELECT (SELECT (SELECT NUM )))))) OR}VAR OR FALSE AND TRUE OR FALSE AND TRUE COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) COMMENT VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR STR VAR VAR VAR VAR VAR AND VAR VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR-VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR-VAR VAR VAR SEMI VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR STR VAR VAR VAR VAR VAR STR VAR.""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR://VAR.VAR.VAR.VAR/VAR.VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR'- NUM STR OR ( NUM EQ NUM ) * NUM AND STR VAR STR EQ STR VAR""",Attack
"VAR IS VAR VAR NUM VAR VAR ( VAR VAR VAR VAR VAR VAR'VAR AND VAR VAR ) VAR VAR VAR VAR VAR FROM VAR VAR VAR""",Safe
"(SELECT (SELECT (SELECT (SELECT (SELECT NUM ))))) ~) AND ? COMMENT ( ( STR EQ 'VAR""",Attack
"NULL ) VAR VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) VAR ) FROM VAR.VAR ) AND ( ( STR LIKE 'VAR""",Attack
"NULL COMMENT """,Attack
"VAR VAR VAR VAR VAR STR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR'VAR: VAR VAR VAR VAR VAR (VAR. VAR VAR) VAR VAR VAR VAR VAR VAR STR VAR VAR STR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR (VAR VAR VAR FROM VAR VAR VAR). VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR""",Safe
"NUM ) """,Attack
"NUM ) ) ) AND ( STR EQ '""",Attack
"NUM ) COMMENT """,Attack
"VAR VAR VAR ) """,Attack
"NUM ) AND ( STR % STR EQ STR """,Attack
"VAR VAR'VAR VAR VAR VAR VAR VAR COMMENT VAR VAR VAR NOT VAR VAR VAR VAR VAR VAR VAR: VAR""",Safe
"STR VAR VAR VAR VAR VAR STR .*/VAR VAR ( NUM ) """,Attack
VAR STR NUM %' ) ) TAUTOLOGY,Attack
"NUM COMMENT """,Attack
"VAR VAR VAR VAR OR VAR VAR VAR.VAR VAR VAR VAR VAR VAR VAR VAR - VAR VAR VAR VAR VAR VAR VAR(VAR VAR VAR VAR VAR) - VAR AND VAR VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR STR VAR NOT VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR'""",Safe
"VAR:}VAR^VAR } NUM [VAR!{VAR-VAR[VAR- NUM STR ) TAUTOLOGY COMMENT """,Attack
"NUM ) COMMENT """,Attack
"""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( STR % STR EQ STR """,Attack
"NUM EQ NUM VAR VAR ( NUM ) COMMENT """,Attack
"NUM COMMENT """,Attack
"VAR.VAR VAR VAR ) """,Attack
"VAR VAR VAR VAR-VAR VAR VAR VAR VAR VAR VAR . VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) AND ( NUM EQ NUM """,Attack
"( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR VAR ( NUM VAR VAR ) / ( SELECT NUM FROM VAR ) VAR ) FROM VAR ) """,Attack
"""",Attack
"NUM ) COMMENT VAR""",Attack
"VAR VAR VAR VAR STR VAR STR """,Attack
"VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. AND VAR STR VAR""",Safe
"VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR LIKE VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR...AND VAR VAR VAR VAR ...VAR VAR VAR VAR VAR VAR VAR...AND VAR VAR VAR VAR VAR ... VAR VAR-VAR!!""",Safe
"NUM ) """,Attack
NUM ) ) ) TAUTOLOGY,Attack
"VAR VAR VAR VAR (VAR OR VAR VAR VAR) VAR""",Safe
"(^!VAR:.VAR}VAR|}VAR-VAR NUM : NUM `]:VAR|VAR` GT VAR)| NUM LT VAR|VAR|!\ SEMI [ LT -VAR-VAR^-\VAR LT &{ SEMI `[VAR+VAR- NUM STR ) ) ) OR ( NUM EQ NUM ) * NUM AND ( ( ( STR VAR STR EQ STR VAR""",Attack
"VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR).""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR (VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR.""",Safe
"NUM ) ) ) AND ( ( STR LIKE 'VAR""",Attack
"NOT VAR VAR VAR'VAR VAR.""",Safe
"VAR OR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR ( NUM ) ) COMMENT """,Attack
"VAR VAR AND VAR VAR """,Safe
"VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR""",Safe
"VAR VAR VAR VAR VAR VAR STR VAR""",Safe
"NUM ) ) ) COMMENT """,Attack
"VAR AND VAR VAR VAR VAR VAR""",Safe
"NUM ) ) ) COMMENT """,Attack
"VAR VAR VAR NOT VAR COMMENT VAR VAR VAR VAR VAR""",Safe
"""",Safe
"NULL COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR STR VAR VAR""",Safe
"VAR'VAR VAR VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR~ ) )& ) """,Attack
"OR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR ) AND STR % STR EQ STR """,Attack
"VAR VAR VAR ) AND ( STR % STR EQ STR """,Attack
"VAR VAR STR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR IS VAR VAR AND VAR VAR VAR VAR'VAR VAR. VAR VAR AND VAR VAR VAR VAR VAR""",Attack
"VAR ( VAR (& (SELECT (SELECT (SELECT NUM ))) ) STR *VAR ) ` ) VAR FROM ( SELECT (SELECT VAR)\ UNION_SELECT (SELECT (SELECT VAR)){ UNION_SELECT NUM * UNION_SELECT VAR ) VAR VAR/VAR VAR ) AND (\ STR LIKE '""",Attack
"NUM ) ) ) AND ( STR LIKE 'VAR""",Attack
"VAR VAR VAR. VAR VAR """,Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR AND VAR. LT VAR / GT LT VAR / GT VAR IS VAR VAR VAR SEMI VAR VAR AND VAR VAR VAR """,Safe
"NUM ) AND ( ( ( STR LIKE 'VAR""",Attack
"VAR VAR VAR VAR AND VAR""",Attack
"VAR VAR VAR ) COMMENT VAR VAR VAR VAR """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR FROM VAR VAR VAR VAR VAR. NOT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR-VAR VAR. VAR VAR VAR VAR VAR NUM VAR VAR NUM .""",Safe
"VAR""",Safe
\?VAR!:%- NUM % STR ) ) TAUTOLOGY,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND STR EQ '""",Attack
"NULL COMMENT """,Attack
"]VAR GT VAR |VAR{ NUM } SEMI EQ /|]!VAR[ NUM STR VAR STR VAR""",Attack
"NUM ) ) ) """,Attack
"VAR VAR VAR""",Safe
"AND VAR VAR VAR""",Safe
"VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR IS VAR VAR. VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR""",Safe
NUM ) ) ) TAUTOLOGY,Attack
"NUM ) ) ) AND ( ( ( NUM EQ NUM """,Attack
"NUM COMMENT """,Attack
"VAR LT LT ) ' COMMENT """,Attack
"VAR VAR VAR ) AND ( ( STR EQ 'VAR""",Attack
"AND VAR VAR VAR STR VAR VAR VAR. VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR*/VAR STR LIKE STR VAR""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR VAR ( NUM VAR VAR ) / ( SELECT NUM FROM VAR ) VAR ) FROM VAR ) """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"LT NUM \+ NUM *] NUM EQ VAR ) ) ) VAR VAR ( NUM ) AND ( ( ( NUM EQ NUM """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR """,Attack
"VAR VAR VAR ) AND STR VAR STR LIKE STR VAR""",Attack
"VAR VAR""",Safe
"NUM EQ NUM VAR VAR ( NUM ) COMMENT """,Attack
"VAR VAR....AND VAR VAR TRUE...VAR VAR VAR VAR VAR... LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM ) ) ) COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR'VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( NUM EQ NUM """,Attack
"VAR VAR VAR IS VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR""",Safe
"AND VAR VAR VAR IS VAR VAR VAR VAR VAR FROM VAR VAR VAR. VAR VAR IS VAR VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR""",Safe
"VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( ( NUM EQ NUM """,Attack
"VAR VAR IS VAR VAR VAR VAR'VAR VAR VAR""",Attack
"""",Safe
"VAR VAR VAR AND VAR' VAR COMMENT VAR""",Attack
"VAR OR VAR""",Safe
"NUM ) ) ) AND ( ( STR VAR STR EQ STR VAR""",Attack
"VAR.VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"NUM ) ) ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR IS VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR.VAR. VAR VAR STR VAR VAR VAR STR AND VAR/VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"NULL COMMENT """,Attack
"NULL COMMENT """,Attack
"VAR VAR.""",Attack
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR """,Safe
"NUM ) ) ) COMMENT """,Attack
"NULL ) COMMENT """,Attack
"VAR VAR VAR VAR VAR. VAR VAR VAR""",Safe
"VAR VAR STR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR (VAR VAR VAR VAR VAR'VAR) VAR VAR VAR VAR""",Safe
"VAR VAR VAR )VAR AND LIKE ( VAR! LIKE VAR""",Attack
"STR VAR VAR VAR VAR""",Attack
"NUM COMMENT """,Attack
"NULL COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"-)VAR}%|} NUM %VAR[{VAR@:VAR\VAR/\VAR- NUM %' ) ) ) VAR VAR NUM COMMENT """,Attack
"VAR@VAR/~?VAR TAUTOLOGY .VAR ( ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) COMMENT VAR""",Attack
"NULL ) """,Attack
"VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR FROM VAR VAR VAR VAR VAR VAR """,Safe
"NUM ) """,Attack
"NUM COMMENT """,Attack
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR IS VAR VAR AND VAR VAR VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
")VAR-*VAR\VAR@ NUM \*!) SEMI VAR+VAR-$VAR COMMENT NUM [@* EQ !@VAR- NUM {:VAR: SEMI VAR[?}VAR{/&)VAR]-VAR^VAR/)+VAR GT VAR%VAR LT VAR]^- NUM [&VAR]+))VAR' OR NUM EQ ( SELECT NUM FROM VAR ( NUM ) ) """,Attack
"VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR""",Safe
"NUM ) AND ( STR % STR EQ STR """,Attack
"VAR VAR NUM % VAR VAR VAR IS VAR. VAR VAR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR VAR VAR VAR""",Attack
"IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"[[VAR?+VAR ( VAR ) COMMENT """,Attack
"VAR VAR VAR VAR'VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR'VAR VAR AND VAR VAR VAR VAR. """,Safe
"AND VAR VAR VAR NOT VAR VAR. LT VAR / GT LT """,Safe
"VAR VAR AND VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR-VAR""",Safe
"NUM COMMENT """,Attack
"NUM COMMENT """,Attack
"VAR'VAR VAR VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR """,Attack
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR.VAR VAR VAR ) COMMENT VAR""",Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( ( STR EQ 'VAR""",Attack
"NULL COMMENT """,Attack
"( SELECT VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) + ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR VAR ( NUM ) VAR VAR ( NUM ) VAR ) ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) ) ) COMMENT """,Attack
"}`VAR VAR)VAR EQ +VAR!VAR \ NUM STR ) ) TAUTOLOGY .VAR ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) AND ( ( STR VAR STR LIKE STR VAR""",Attack
"AND VAR VAR (VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"AND VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"NUM ) ) ) COMMENT """,Attack
"VAR VAR. VAR""",Safe
"VAR VAR VAR VAR IS VAR""",Attack
"VAR VAR'VAR VAR VAR VAR.""",Safe
"NULL COMMENT """,Attack
"AND VAR VAR $ NUM VAR VAR VAR. VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR. VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR IS VAR? LT VAR / GT LT VAR / GT VAR VAR VAR VAR """,Attack
"VAR""",Safe
"NUM ) ) ) AND ( STR EQ 'VAR""",Attack
"VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM ) ) ) AND ( ( STR % STR EQ STR """,Attack
"VAR VAR VAR ) AND ( ( STR LIKE 'VAR""",Attack
"NULL COMMENT """,Attack
"NUM COMMENT """,Attack
"NUM COMMENT """,Attack
"NUM ) ) ) AND ( ( ( NUM EQ NUM """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR""",Safe
"NUM ) ) ) """,Attack
"VAR VAR VAR'VAR VAR""",Safe
"VAR VAR VAR VAR VAR. VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR!""",Safe
"AND VAR VAR VAR AND VAR. VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"NUM EQ NUM """,Attack
"VAR VAR NOT VAR VAR VAR VAR VAR""",Safe
"NUM ) COMMENT """,Attack
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR-VAR. VAR VAR VAR""",Safe
"VAR VAR VAR VAR FROM VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR """,Safe
"VAR VAR VAR VAR VAR. VAR VAR VAR'VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM VAR.VAR VAR VAR VAR ) VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR""",Attack
"VAR VAR""",Safe
"& VAR) VAR VAR VAR VAR NOT VAR VAR VAR VAR VAR. TRUE VAR VAR & VAR VAR VAR""",Safe
"VAR VAR VAR VAR""",Safe
"VAR VAR NOT VAR VAR VAR VAR!! LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR LT VAR / GT LT VAR / GT VAR.VAR. (VAR VAR VAR VAR)""",Safe
"VAR""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"OR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR """,Safe
"STR VAR STR OR STR VAR STR COMMENT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR (AND VAR) VAR VAR VAR VAR VAR""",Safe
"VAR ) ) AND ( ( ( STR EQ '""",Attack
"VAR ) COMMENT ) [OR '""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR. VAR VAR. VAR IS VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR ) AND ( STR LIKE 'VAR""",Attack
"NUM ) AND ( ( NUM EQ NUM """,Attack
"SEMI [ VAR-VAR{VAR^VAR\)VAR. NUM .?-/ COMMENT *VAR`-+VAR !%VAR:VAR COMMENT ]VAR[VAR] EQ SEMI VAR} EQ VAR\VAR!VAR%$VAR\ NUM &VAR`* NUM EQ [.+VAR@ EQ NUM ~VAR)VAR)VAR EQ $ SEMI VAR}&VAR{VAR EQ VAR)VAR-`?VAR-:VAR@-VAR SEMI VAR: NUM [VAR|VAR GT VAR*VAR-VAR COMMENT [ ?VAR COMMENT VAR-%VAR LT \+ NUM -VAR@VAR{![\VAR@ NUM +VAR GT /VAR? GT !VAR(VAR/VAR~-: NUM {VAR?VAR`-VAR`\VAR- NUM STR ) OR NUM VAR ( ( VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) + ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR VAR ( NUM ) VAR VAR ( NUM ) VAR ) ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) ) ) AND ( STR VAR STR LIKE STR VAR""",Attack
"NULL COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR'VAR VAR VAR VAR VAR VAR""",Attack
"VAR STR VAR VAR VAR. VAR'VAR VAR VAR?) VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR (VAR VAR VAR VAR VAR) VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR FROM VAR""",Safe
"NUM ) AND ( ( ( STR EQ '""",Attack
"VAR VAR """,Safe
"VAR STR VAR STR . VAR VAR VAR VAR VAR VAR VAR STR VAR STR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND IS VAR VAR STR VAR STR VAR. LT VAR /""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR' VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR """,Safe
"AND VAR VAR VAR VAR""",Attack
"AND VAR VAR. VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR... VAR VAR VAR VAR VAR VAR FROM VAR STR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR ) AND STR VAR STR LIKE STR VAR""",Attack
"VAR LT VAR&VAR/) (OR\VAR`%NOT SEMI EQ .?(SELECT|VAR)& COMMENT ]?[|AND STR SEMI / COMMENT 'TRUE SEMI COMMENT """,Attack
VAR VAR VAR ) TAUTOLOGY,Attack
"AND VAR VAR VAR VAR VAR VAR. AND VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR`VAR VAR VAR VAR VAR VAR VAR ?""",Safe
"VAR-`VAR)VAR+VAR@VAR\+ NUM !)SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM * ( SELECT NUM FROM VAR.VAR ) VAR ) COMMENT """,Attack
"VAR VAR VAR ) SEMI | AND VAR&& GT TRUE&OR VAR OR FALSE/OR]FALSE OR}(SELECT (SELECT~(SELECT (SELECT (SELECT VAR)))))]AND.TRUE OR FALSE AND TRUE OR.FALSE COMMENT """,Attack
"NUM COMMENT """,Attack
"NUM ) AND STR EQ '""",Attack
"VAR VAR""",Safe
"NUM COMMENT """,Attack
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR. VAR LIKE VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR """,Safe
"VAR VAR VAR ) COMMENT """,Attack
"AND VAR VAR VAR VAR VAR STR VAR VAR VAR VAR VAR (VAR VAR'VAR VAR VAR""",Safe
"VAR.VAR VAR VAR ) COMMENT """,Attack
"AND VAR VAR VAR VAR VAR""",Safe
